tahun_masuk,bulan_lulus,ipk,jumlah_mk_gagal,sks_lulus,status_skripsi,jumlah_bimbingan,label_tepat_waktu
2019,12,Rendah,Sedikit,Cukup,Semhas,Banyak,Tidak
2019,7,Tinggi,Sedikit,Kurang,Semhas,Banyak,Tidak
2017,4,Sedang,Sedikit,Kurang,Belum,Sedikit,Tidak
2016,4,Sedang,Sedikit,Cukup,Sempro,Banyak,Tidak
2017,1,Tinggi,Sedikit,Kurang,Sempro,Sedikit,Tidak
2017,12,Rendah,Banyak,Kurang,Skripsi,Banyak,Tidak
2018,9,Tinggi,Sedikit,Cukup,Sempro,Sedikit,Ya
2019,3,Rendah,Sedikit,Cukup,Skripsi,Banyak,Ya
2019,10,Sedang,Sedikit,Kurang,JudulAcc,Sedikit,Ya
2020,12,Sedang,Banyak,Kurang,Sempro,Banyak,Tidak
2018,9,Sedang,Sedikit,Kurang,Sempro,Sedikit,Ya
2019,1,Tinggi,Sedikit,Kurang,Sempro,Sedikit,Ya
2018,1,Sedang,Sedikit,Cukup,Sempro,Banyak,Ya
2016,9,Sedang,Sedikit,Cukup,JudulAcc,Sedikit,Ya
2018,3,Rendah,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2019,7,Sedang,Sedikit,Kurang,Skripsi,Banyak,Tidak
2021,3,Rendah,Sedikit,Kurang,Semhas,Banyak,Ya
2017,7,Tinggi,Sedikit,Cukup,Sempro,Banyak,Tidak
2016,9,Tinggi,Sedikit,Cukup,Semhas,Sedikit,Tidak
2021,6,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Ya
2016,2,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2019,12,Tinggi,Sedikit,Kurang,Sempro,Banyak,Tidak
2021,8,Tinggi,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2018,1,Sedang,Sedikit,Kurang,Semhas,Sedikit,Ya
2021,6,Rendah,Sedikit,Cukup,Sempro,Sedikit,Tidak
2017,5,Rendah,Sedikit,Cukup,Skripsi,Banyak,Tidak
2019,5,Tinggi,Sedikit,Kurang,Semhas,Banyak,Tidak
2016,4,Sedang,Sedikit,Kurang,Sempro,Banyak,Tidak
2016,4,Rendah,Sedikit,Kurang,Sempro,Banyak,Ya
2016,6,Sedang,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2016,11,Tinggi,Sedikit,Cukup,Belum,Sedikit,Ya
2016,1,Tinggi,Sedikit,Kurang,Belum,Sedikit,Ya
2018,4,Sedang,Sedikit,Kurang,Sempro,Banyak,Tidak
2017,8,Tinggi,Sedikit,Cukup,Semhas,Banyak,Ya
2018,10,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2021,6,Sedang,Sedikit,Kurang,Semhas,Sedikit,Ya
2017,4,Rendah,Sedikit,Kurang,Skripsi,Banyak,Tidak
2018,3,Rendah,Banyak,Cukup,Skripsi,Banyak,Tidak
2019,2,Rendah,Sedikit,Cukup,Sempro,Banyak,Tidak
2016,5,Rendah,Banyak,Kurang,Semhas,Sedikit,Ya
2019,3,Sedang,Sedikit,Cukup,Sempro,Sedikit,Ya
2017,1,Rendah,Banyak,Kurang,Semhas,Sedikit,Ya
2017,6,Sedang,Sedikit,Kurang,Sempro,Sedikit,Tidak
2020,5,Tinggi,Sedikit,Kurang,Sempro,Banyak,Tidak
2016,12,Sedang,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2016,6,Tinggi,Sedikit,Cukup,Semhas,Banyak,Tidak
2017,5,Tinggi,Sedikit,Cukup,Belum,Sedikit,Tidak
2020,8,Sedang,Sedikit,Cukup,Belum,Sedikit,Tidak
2016,12,Sedang,Sedikit,Kurang,Sempro,Sedikit,Tidak
2016,6,Tinggi,Sedikit,Kurang,Semhas,Banyak,Ya
2019,10,Rendah,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2018,4,Tinggi,Sedikit,Kurang,Skripsi,Banyak,Tidak
2020,1,Rendah,Banyak,Kurang,Sempro,Sedikit,Tidak
2021,10,Rendah,Sedikit,Cukup,JudulAcc,Sedikit,Ya
2017,4,Tinggi,Sedikit,Kurang,Skripsi,Banyak,Tidak
2018,8,Rendah,Banyak,Kurang,Sempro,Banyak,Ya
2019,3,Rendah,Banyak,Cukup,Semhas,Banyak,Tidak
2017,1,Sedang,Sedikit,Cukup,Sempro,Sedikit,Tidak
2017,1,Sedang,Sedikit,Kurang,Skripsi,Banyak,Tidak
2019,3,Sedang,Sedikit,Cukup,Semhas,Banyak,Tidak
2021,6,Rendah,Banyak,Kurang,Semhas,Banyak,Tidak
2021,3,Sedang,Sedikit,Kurang,Sempro,Banyak,Ya
2016,10,Sedang,Sedikit,Kurang,Skripsi,Banyak,Tidak
2021,1,Sedang,Sedikit,Kurang,Skripsi,Banyak,Ya
2016,7,Sedang,Sedikit,Cukup,Semhas,Sedikit,Tidak
2018,2,Sedang,Sedikit,Cukup,Belum,Sedikit,Tidak
2021,11,Sedang,Sedikit,Kurang,Semhas,Banyak,Tidak
2020,5,Sedang,Sedikit,Cukup,Sempro,Sedikit,Tidak
2016,3,Tinggi,Sedikit,Kurang,Skripsi,Banyak,Tidak
2020,6,Tinggi,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2017,1,Sedang,Sedikit,Kurang,Belum,Sedikit,Ya
2019,12,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2018,10,Rendah,Banyak,Kurang,Sempro,Banyak,Tidak
2016,6,Sedang,Sedikit,Kurang,Sempro,Banyak,Ya
2018,7,Tinggi,Sedikit,Kurang,Sempro,Banyak,Ya
2020,6,Sedang,Sedikit,Cukup,Skripsi,Banyak,Tidak
2021,8,Sedang,Sedikit,Cukup,Belum,Sedikit,Tidak
2021,1,Sedang,Sedikit,Cukup,Sempro,Banyak,Ya
2019,12,Sedang,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2020,3,Rendah,Banyak,Kurang,Semhas,Banyak,Tidak
2018,12,Sedang,Banyak,Cukup,Sempro,Sedikit,Ya
2017,6,Rendah,Sedikit,Cukup,Sempro,Sedikit,Ya
2021,12,Sedang,Sedikit,Kurang,Semhas,Banyak,Tidak
2017,4,Rendah,Sedikit,Cukup,Sempro,Sedikit,Ya
2020,4,Rendah,Banyak,Kurang,Semhas,Banyak,Ya
2019,4,Sedang,Sedikit,Cukup,Sempro,Banyak,Ya
2020,5,Sedang,Sedikit,Kurang,Semhas,Banyak,Tidak
2016,10,Rendah,Sedikit,Cukup,Sempro,Banyak,Tidak
2019,3,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2019,9,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2020,1,Sedang,Sedikit,Cukup,Skripsi,Banyak,Tidak
2019,12,Rendah,Sedikit,Kurang,Semhas,Banyak,Tidak
2017,5,Sedang,Sedikit,Kurang,Sempro,Banyak,Tidak
2018,4,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2017,6,Tinggi,Sedikit,Cukup,Semhas,Sedikit,Tidak
2019,3,Rendah,Banyak,Kurang,JudulAcc,Sedikit,Tidak
2018,3,Rendah,Banyak,Cukup,JudulAcc,Sedikit,Tidak
2016,11,Tinggi,Sedikit,Cukup,Skripsi,Banyak,Tidak
2020,11,Tinggi,Sedikit,Cukup,Skripsi,Banyak,Ya
2021,12,Tinggi,Sedikit,Kurang,Semhas,Banyak,Tidak
2019,8,Tinggi,Sedikit,Cukup,Sempro,Sedikit,Ya
2020,4,Sedang,Sedikit,Kurang,Skripsi,Banyak,Tidak
2021,1,Tinggi,Sedikit,Kurang,Semhas,Banyak,Ya
2018,4,Tinggi,Sedikit,Cukup,Sempro,Sedikit,Tidak
2020,5,Rendah,Banyak,Kurang,Skripsi,Banyak,Ya
2021,1,Sedang,Sedikit,Cukup,Semhas,Sedikit,Ya
2019,5,Rendah,Banyak,Cukup,Sempro,Banyak,Ya
2019,6,Tinggi,Sedikit,Cukup,Sempro,Banyak,Tidak
2017,9,Tinggi,Sedikit,Kurang,Sempro,Sedikit,Tidak
2020,2,Sedang,Sedikit,Kurang,Sempro,Sedikit,Ya
2020,11,Tinggi,Sedikit,Kurang,Skripsi,Banyak,Tidak
2017,3,Sedang,Sedikit,Kurang,Sempro,Banyak,Ya
2017,5,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2021,6,Rendah,Sedikit,Cukup,Sempro,Banyak,Tidak
2020,7,Rendah,Sedikit,Cukup,Belum,Sedikit,Tidak
2018,9,Sedang,Sedikit,Cukup,Skripsi,Banyak,Ya
2018,10,Sedang,Banyak,Cukup,JudulAcc,Sedikit,Ya
2016,9,Rendah,Banyak,Kurang,Skripsi,Banyak,Ya
2017,6,Rendah,Sedikit,Cukup,Sempro,Banyak,Tidak
2018,8,Tinggi,Sedikit,Kurang,Sempro,Banyak,Tidak
2019,6,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2019,8,Sedang,Sedikit,Kurang,Belum,Sedikit,Tidak
2017,9,Rendah,Banyak,Kurang,Sempro,Banyak,Tidak
2021,2,Tinggi,Sedikit,Cukup,Sempro,Banyak,Tidak
2019,8,Tinggi,Sedikit,Cukup,Belum,Sedikit,Tidak
2016,11,Sedang,Sedikit,Cukup,Semhas,Banyak,Tidak
2019,12,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2021,12,Tinggi,Sedikit,Cukup,Sempro,Sedikit,Tidak
2016,7,Sedang,Sedikit,Kurang,Sempro,Sedikit,Tidak
2020,3,Rendah,Sedikit,Cukup,JudulAcc,Sedikit,Ya
2019,8,Sedang,Sedikit,Cukup,JudulAcc,Sedikit,Ya
2019,8,Sedang,Sedikit,Cukup,Semhas,Banyak,Tidak
2018,7,Sedang,Sedikit,Kurang,Sempro,Banyak,Tidak
2020,6,Tinggi,Sedikit,Cukup,Semhas,Banyak,Ya
2017,3,Rendah,Sedikit,Kurang,Skripsi,Banyak,Ya
2017,7,Sedang,Sedikit,Kurang,Semhas,Banyak,Tidak
2016,6,Tinggi,Sedikit,Kurang,Belum,Sedikit,Tidak
2019,9,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2019,6,Sedang,Sedikit,Cukup,Belum,Sedikit,Tidak
2021,4,Rendah,Banyak,Cukup,Skripsi,Banyak,Ya
2019,6,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2018,7,Rendah,Sedikit,Kurang,Sempro,Banyak,Tidak
2017,2,Sedang,Banyak,Cukup,Semhas,Banyak,Tidak
2019,2,Tinggi,Sedikit,Cukup,JudulAcc,Sedikit,Ya
2020,11,Sedang,Sedikit,Cukup,JudulAcc,Sedikit,Ya
2017,5,Rendah,Banyak,Cukup,Semhas,Banyak,Tidak
2021,1,Rendah,Sedikit,Kurang,Semhas,Banyak,Tidak
2021,4,Rendah,Banyak,Kurang,Semhas,Banyak,Tidak
2020,9,Tinggi,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2020,1,Sedang,Banyak,Kurang,Semhas,Sedikit,Tidak
2021,1,Sedang,Sedikit,Cukup,Semhas,Banyak,Ya
2016,8,Tinggi,Sedikit,Cukup,Sempro,Sedikit,Tidak
2016,10,Sedang,Sedikit,Kurang,Sempro,Sedikit,Tidak
2018,8,Rendah,Sedikit,Kurang,JudulAcc,Sedikit,Ya
2018,7,Rendah,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2021,5,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2018,12,Sedang,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2016,7,Sedang,Sedikit,Cukup,Skripsi,Banyak,Tidak
2019,10,Tinggi,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2017,12,Sedang,Banyak,Cukup,Semhas,Banyak,Tidak
2017,8,Sedang,Sedikit,Kurang,Sempro,Banyak,Tidak
2016,3,Sedang,Sedikit,Kurang,Semhas,Banyak,Tidak
2018,1,Sedang,Sedikit,Cukup,Belum,Sedikit,Ya
2018,1,Tinggi,Sedikit,Kurang,Sempro,Banyak,Ya
2021,4,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Ya
2017,6,Sedang,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2019,5,Sedang,Sedikit,Kurang,Belum,Sedikit,Tidak
2019,7,Tinggi,Sedikit,Cukup,Belum,Sedikit,Ya
2021,3,Sedang,Sedikit,Cukup,Semhas,Banyak,Tidak
2019,11,Sedang,Sedikit,Cukup,Sempro,Sedikit,Tidak
2020,6,Sedang,Banyak,Cukup,Sempro,Banyak,Tidak
2016,1,Rendah,Sedikit,Cukup,Belum,Sedikit,Ya
2017,2,Tinggi,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2020,6,Tinggi,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2018,5,Sedang,Sedikit,Cukup,Sempro,Banyak,Tidak
2016,7,Rendah,Banyak,Cukup,Skripsi,Banyak,Tidak
2016,9,Sedang,Sedikit,Kurang,Sempro,Banyak,Ya
2019,9,Sedang,Sedikit,Kurang,Sempro,Sedikit,Ya
2018,8,Tinggi,Sedikit,Cukup,Semhas,Banyak,Tidak
2020,10,Tinggi,Sedikit,Kurang,Sempro,Banyak,Ya
2017,4,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2016,11,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2020,6,Sedang,Sedikit,Kurang,Belum,Sedikit,Tidak
2019,9,Tinggi,Sedikit,Cukup,JudulAcc,Sedikit,Ya
2018,7,Sedang,Sedikit,Cukup,Skripsi,Banyak,Tidak
2016,2,Sedang,Banyak,Cukup,Skripsi,Banyak,Tidak
2020,9,Tinggi,Sedikit,Cukup,Semhas,Sedikit,Tidak
2021,5,Tinggi,Sedikit,Kurang,Sempro,Banyak,Ya
2016,6,Rendah,Banyak,Cukup,Semhas,Banyak,Ya
2016,4,Sedang,Sedikit,Cukup,Semhas,Banyak,Ya
2016,1,Sedang,Banyak,Kurang,Sempro,Banyak,Tidak
2017,1,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Ya
2019,4,Tinggi,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2020,7,Sedang,Sedikit,Cukup,Sempro,Banyak,Ya
2018,4,Tinggi,Sedikit,Cukup,Belum,Sedikit,Ya
2020,5,Rendah,Banyak,Kurang,Skripsi,Banyak,Ya
2019,12,Sedang,Sedikit,Kurang,Sempro,Banyak,Ya
2021,5,Sedang,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2020,3,Rendah,Sedikit,Cukup,Sempro,Banyak,Tidak
2021,12,Rendah,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2019,1,Sedang,Sedikit,Kurang,Semhas,Banyak,Tidak
2016,12,Rendah,Banyak,Kurang,Semhas,Banyak,Ya
2020,7,Sedang,Sedikit,Kurang,Sempro,Banyak,Tidak
2017,4,Sedang,Banyak,Kurang,Semhas,Banyak,Tidak
2017,11,Sedang,Sedikit,Cukup,Sempro,Banyak,Tidak
2016,10,Rendah,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2018,10,Sedang,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2016,11,Rendah,Banyak,Kurang,Sempro,Sedikit,Ya
2019,2,Sedang,Sedikit,Cukup,Semhas,Banyak,Tidak
2020,1,Tinggi,Sedikit,Cukup,Sempro,Sedikit,Tidak
2017,4,Rendah,Sedikit,Cukup,Semhas,Sedikit,Ya
2021,1,Sedang,Banyak,Kurang,Semhas,Banyak,Tidak
2019,6,Tinggi,Sedikit,Kurang,Semhas,Banyak,Tidak
2021,11,Sedang,Banyak,Cukup,Semhas,Banyak,Ya
2016,8,Tinggi,Sedikit,Cukup,Semhas,Banyak,Tidak
2017,10,Tinggi,Sedikit,Kurang,Semhas,Banyak,Ya
2019,5,Sedang,Sedikit,Kurang,Skripsi,Banyak,Tidak
2016,2,Sedang,Sedikit,Cukup,Sempro,Banyak,Tidak
2016,5,Sedang,Sedikit,Cukup,Semhas,Banyak,Tidak
2018,6,Rendah,Banyak,Kurang,Semhas,Banyak,Ya
2017,4,Sedang,Sedikit,Cukup,Sempro,Sedikit,Ya
2021,1,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2019,12,Sedang,Sedikit,Kurang,Belum,Sedikit,Tidak
2018,5,Sedang,Sedikit,Cukup,Semhas,Banyak,Tidak
2020,1,Rendah,Banyak,Kurang,JudulAcc,Sedikit,Tidak
2018,7,Sedang,Sedikit,Kurang,JudulAcc,Sedikit,Tidak
2021,9,Sedang,Sedikit,Kurang,Semhas,Banyak,Ya
2016,2,Sedang,Sedikit,Cukup,Skripsi,Banyak,Tidak
2020,4,Rendah,Sedikit,Kurang,Sempro,Sedikit,Tidak
2016,7,Sedang,Sedikit,Cukup,JudulAcc,Sedikit,Tidak
2019,3,Sedang,Sedikit,Cukup,Semhas,Banyak,Tidak
2018,10,Rendah,Sedikit,Cukup,Skripsi,Banyak,Tidak
2019,10,Rendah,Sedikit,Kurang,Semhas,Banyak,Ya
2018,11,Sedang,Banyak,Kurang,Semhas,Banyak,Tidak
2019,5,Rendah,Sedikit,Kurang,Skripsi,Banyak,Ya
2016,1,Sedang,Sedikit,Kurang,Sempro,Banyak,Tidak
2021,10,Rendah,Banyak,Cukup,Skripsi,Banyak,Ya
2020,1,Tinggi,Sedikit,Cukup,Semhas,Banyak,Ya
2020,9,Tinggi,Sedikit,Kurang,Sempro,Banyak,Tidak
2020,1,Tinggi,Sedikit,Cukup,Sempro,Sedikit,Tidak
2016,6,Rendah,Banyak,Cukup,JudulAcc,Sedikit,Ya
2019,11,Tinggi,Sedikit,Kurang,Semhas,Banyak,Tidak
2016,10,Tinggi,Sedikit,Cukup,Skripsi,Banyak,Tidak
2019,8,Sedang,Sedikit,Kurang,Belum,Sedikit,Tidak
2019,2,Sedang,Sedikit,Kurang,Sempro,Banyak,Ya
